snippet,headline__main,year_mo_day,compound,negative,neutral,positive
"At least nine people, including a United Nations staff member, have been killed in clashes between southern and northern soldiers from a joint-integrated unit, officials said Friday.",Sudan: North-South Clash Kills 9,201102,-0.4019,0.149,0.759,0.092
A Somali man convicted of terrorism for breaking into the home of a Danish cartoonist was sentenced Friday to nine years in prison.,Denmark: 9-Year Jail Sentence for Attack on Cartoonist,201102,-0.8402,0.333,0.667,0
"On a scale of 1 to 10, Andy Pettitte’s level of certitude seemed to be a 5. Halfway convinced he couldn’t grind out another year with the Yankees, he opted for a retirement.","Saying It’s Time, but Sounding Less Certain",201102,0.4019,0,0.912,0.088
"Fred Wilpon, the principal owner of the Mets, is under increasing financial pressure and his preference to sell part of the team may not be enough of a remedy.",Wilpon’s Ownership of Mets Is Threatened,201102,-0.296,0.075,0.925,0
The 19th Congressional District of New York has benefited from federal funds for local projects — but its newly elected congresswoman helped ban such spending.,"District Liked Its Earmarks, Then Elected Someone Who Didn’t",201102,-0.7096,0.17,0.83,0
"Jerry Jones embodies what the Super Bowl has become, with his $1.2 billion Cowboys Stadium, his massive video board, his go-go dancers, his parties, everything exaggerated and indulgent.",Welcome to Jerry’s World,201102,0.7351,0.042,0.758,0.2
"Lottery numbers for New York, New Jersey and Connecticut",Lottery Numbers,201102,0,0,1,0
Gov. Andrew M. Cuomo has criticized rules that he says allow state expenditures to go up inexorably with too little accountability.,Cuomo Takes Aim at Fixed Spending Increases,201102,-0.1531,0.107,0.812,0.081
The fate of two dozen New York City public schools set to be closed was never really in doubt.,"In Panel’s Votes to Close Low-Performing Schools, Rage and Foregone Decisions",201102,0.3217,0,0.886,0.114
"E-readers are going mass market, enticing some members of the younger generation to pick them up for the first time.",E-Readers Catch Younger Eyes and Go in Backpacks,201102,0,0,1,0
The total for bank failures in 2011 reaches 14.,Regulators Close 3 Failed Banks,201102,-0.4215,0.268,0.625,0.107
Prime Minister Nuri Kamal al-Maliki apparently acted in an acknowledgment of dissatisfaction with government services.,"Iraqi Leader, With Eye on Discontent, Says He’ll Cut His Salary in Half",201102,-0.4939,0.186,0.814,0
"The passenger plane was under the control of one Federal Aviation Administration air-traffic controller, and the two military planes were under the jurisdiction of another.",Jet From J.F.K. Came Close to 2 Air Force Cargo Planes,201102,0,0,1,0
Diplomats worry about a regional realignment in which Israel would be left feeling more isolated and its enemies emboldened.,U.S. Trying to Balance Israel’s Needs in the Face of Egyptian Reform,201102,-0.8016,0.359,0.579,0.062
"A heavy security presence in the capital, Damascus, appeared to be enough to keep protesters from gathering.",‘Day of Rage’ for Syrians Fails to Draw Protesters,201102,0.128,0.104,0.765,0.131
"American and Afghan forces set up bases in a patch of southern Afghanistan, a strategic and symbolic victory that they hope signals a turning point in the war.","In the Taliban’s Heartland, U.S. and Afghan Forces Dig In",201102,-0.25,0.131,0.772,0.097
"The president was specifically critical of the agencies for misjudging how quickly the unrest in Tunisia would lead to the downfall of the country’s government, the officials said.","Obama Faults Spy Agencies’ Performance in Gauging Mideast Unrest, Officials Say",201102,-0.3182,0.078,0.922,0
A collision is shaping up between an old guard and Egypt’s discontented over how fast and how deep the changes will be.,Discontented Within Egypt Face Power of Old Elites,201102,-0.6486,0.218,0.782,0
Commissioner Roger Goodell reiterated the league’s position on labor negotiations and said the N.F.L. anticipated losing revenue if a deal was not reached before the March 3 deadline.,Annual Talk by Goodell Is Dominated by Labor Issue,201102,-0.4397,0.14,0.86,0
Fox Sports says a commercial explaining John 3:16 violates the network’s policy against advancing particular religious beliefs and practices.,Super Bowl Ads Will Leave a Religious Question Unanswered,201102,-0.5106,0.163,0.837,0
"A judge ordered the Agriculture Department to conduct an impact statement assessing the effects of the biotech beet crop. In the interim, a partial deregulation was permitted.",U.S. Says Farmers May Grow Engineered Sugar Beets,201102,0,0,1,0
"As the government reconsiders a 60-day aging rule for raw milk cheeses, artisanal producers fear that their businesses will suffer.",Raw Milk Cheesemakers Fret Over Possible New Rules,201102,-0.7717,0.283,0.717,0
Providence’s Marshon Brooks scored 43 points in a loss to No. 13 Georgetown. The total was the fifth-highest in a Big East game.,Hoyas Survive the Friars’ One-Man Show,201102,-0.5423,0.191,0.809,0
"Dwight Hardy’s 32 points were not enough to lift St. John’s in Steve Lavin’s return to Pauley Pavilion, where he coached for seven years.","Cheers, Gibes and a Loss in Lavin’s U.C.L.A. Return",201102,0,0,1,0
The first month of Mayor Jean Quan’s term at Oakland mayor has been marked by tension between her and Anthony Batts.,Oakland Mayor and Police Chief Share Uneasy Alliance,201102,-0.3182,0.103,0.897,0
"Pacific Gas & Electric had a particularly bad year in 2010, but it has suffered almost no financial ill effects and no executives have lost their jobs.","PG&E Still Sails Smooth, and That’s the Rub",201102,-0.9491,0.482,0.518,0
"The United States’ first storybook theme park opened in 1950 and still prospers, delighting those young at heart with 10 acres of gentle rides, storybook sets, animal pens and theater stages.",Children’s Fairyland,201102,0.8074,0,0.771,0.229
"Deion Sanders will be enshrined in Canton, Ohio, along with Marshall Faulk, Shannon Sharpe, Richard Dent and Ed Sabol, founder of N.F.L. Films.",Flashy Sanders and the Versatile Faulk Headline the 2011 Hall of Fame Class,201102,0,0,1,0
Some students are using an unusual technique to meet the University of California’s strict residency requirements: they’re getting married.,"Get Married, Save Thousands on Tuition",201102,0,0,1,0
"The singer-songwriter Rodney Crowell is not shy about wanting to be taken seriously as a writer. So by design, his memoir, “Chinaberry Sidewalks,” hangs on a taut timeline: his childhood.",Rodney Crowell’s Audacity of Spirit,201102,0.0103,0.058,0.883,0.059
"Susan Combs, the Texas comptroller, may run for Senate in 2014. She supports abortion rights, however, and the question is whether that would doom her in the Republican primary.","Looming Over Combs, Abortion Issue in 2014",201102,-0.0516,0.084,0.839,0.078
"Sodium thiopentol, a tranquilizer used in executions, is now in short supply, partly because of manufacturers in European countries that oppose the death penalty.",A Drug Used in Executions Becomes Very Hard to Get,201102,-0.7906,0.286,0.714,0
"The Obama administration is struggling to determine if a democratic revolution can succeed while President Hosni Mubarak remains, even if he is sidelined.","As Mubarak Digs In, U.S. Policy in Egypt Is Complicated",201102,0.1027,0.108,0.769,0.123
"Residents of tiny Marathon, Tex., have turned to an innovative foundation in an effort to save their school system.",Marathon’s Tiny School District Grabs at a Lifeline,201102,0.7269,0,0.736,0.264
"Rahm Emanuel’s latest campaign ad, in which he states that “city government is not an employment agency,” is being scoffed at by rivals.",New Emanuel Ad Provides Fresh Grist,201102,0,0,1,0
"At 83, Alderman Bernard L. Stone is a Foursquare devotee.","The Pulse: Alderman Stone, Checking In",201102,0.3818,0,0.755,0.245
"Maya Moore had 34 points and 11 rebounds as the Huskies won for the 100th time in 101 games, handing the Blue Demons their first conference loss.",Moore Helps UConn Top DePaul and Maintain Control of Big East,201102,0.34,0.074,0.806,0.119
"After last week’s blizzard, some streets were cleaned up faster than others; now some candidates in the Feb. 22 election are concerned that those delays may hurt their chances.","Everybody Hates a Blizzard, but Pity the Politicians Whose Wards Got Short Shrift",201102,-0.3818,0.106,0.839,0.056
"Chicago may be a world-class city in many ways, but its level of racial segregation is disturbingly high, as seen in areas like income, employment, health and housing.",City’s Inequities Belie World-Class Imagery,201102,-0.296,0.136,0.765,0.099
"A village of veterans made sure Harold Lewis, almost destitute when he died in Chicago, got a proper military burial.",Joining to Bid Farewell to an Almost Unknown Soldier,201102,-0.3182,0.164,0.731,0.105
"Evgeni Malkin, the All-Star center, tore two ligaments in his right knee and may need surgery.",Penguins Lose Malkin to Serious Knee Injury,201102,0,0,1,0
The death of Khaled Said by the police led to a rare forum in which to bond over outrage about government abuses.,Movement Began With Outrage and a Facebook Page That Gave It an Outlet,201102,-0.8957,0.375,0.625,0
"Programs to help community organizers are among those to be trimmed in President Obama’s spending plan, according to the administration’s budget director.","Some of Obama’s Favorite Programs to Face Cuts, Budget Director Says",201102,0.4019,0,0.886,0.114
The detentions have been a hallmark of President Hosni Mubarak’s 30-year dictatorship and a central grievance of the protesters in the streets.,"Detentions, and Aide’s Role, Anger Egyptians",201102,-0.6124,0.217,0.783,0
A novel boot camp in California is among several programs whose goal is to bring the energy of young soldiers re-entering civilian life to the aging farm population of rural America.,Helping Soldiers Trade Their Swords for Plows,201102,0.5267,0,0.864,0.136
"The Rangers’ loss to the Canadiens is their fourth straight, and the team’s prospects for the postseason are not assured.","With Power Play on Blink in Montreal, Rangers Drop Their Fourth Straight Game",201102,-0.0798,0.18,0.653,0.167
An outbreak of cholera and a death in a Haitian jail prompts a statement from the Inter-American Commission on Human Rights.,Rights Group Calls for Pause in Deportations to Haiti,201102,-0.5994,0.187,0.813,0
The troubled $65 million musical “Spider-Man: Turn Off the Dark” is a national object of pop culture fascination.,"‘Spider-Man’ Isn’t Just the Talk of Broadway, It’s the Punch Line",201102,0.0516,0.142,0.708,0.151
