snippet,headline__main,year_mo,compound,negative,neutral,positive
"AGUS--Saul. The Board of Directors of Friends of Bezalel Academy of Arts and Design Jerusalem extends its heartfelt condolences to our esteemed Vice President, Raanan Agus, on the loss of his father, Saul. Our condolences also go to his mother, Ma...","Paid Notice: Deaths AGUS, SAUL",201504,0.886,0,0.766,0.234
"AGUS--Saul, M.D. In loving memory of our beloved physician and friend. He cared for us and he cared about us. We shall never forget him. Lenore & Ernest Braverman 1/3","Paid Notice: Deaths AGUS, SAUL",201504,0.4215,0,0.939,0.061
"SCHWARTZ--Judith G.,98.5. A pioneer of creative movement for children and longtime champion of social justice died April 22nd. Judy taught dance at the University of Illinois and at Washington University in St Louis. She then spent 30 years as a p...","Paid Notice: Deaths SCHWARTZ, JUDITH G.",201504,0.8271,0.047,0.73,0.223
"WALDMAN--Fay. The Board of Trustees and staff of The Jewish Foundation for the Righteous mourn the passing of Fay Waldman, a survivor of Auschwitz, beloved mother of JFR Trustee, Hannah Waldman. We extend our heartfelt sympathies to Hannah and her...","Paid Notice: Deaths WALDMAN, FAY",201504,0.9491,0,0.566,0.434
"PATTERSON--Robert P. Judge Robert P. Patterson jr., patriotic citizen, committed public servant, and beloved father, uncle, brother and grandfather passed away on April 21, 2015, at the age of 91, after a heroic battle with multiple myeloma cancer...","Paid Notice: Deaths PATTERSON, ROBERT P",201504,0.765,0.074,0.717,0.209
"WALDMAN--Fay. The Board of Trustees and staff of The Jewish Foundation for the Righteous mourn the passing of Fay Waldman, a survivor of Auschwitz, beloved mother of JFR Trustee, Hannah Waldman. We extend our heartfelt sympathies to Hannah and her...","Paid Notice: Deaths WALDMAN, FAY",201504,0.8591,0.057,0.652,0.291
"PATTERSON--Robert P. Judge Robert P. Patterson jr., patriotic citizen, committed public servant, and beloved father, uncle, brother and grandfather passed away on April 21, 2015, at the age of 91, after a heroic battle with multiple myeloma cancer...","Paid Notice: Deaths PATTERSON, ROBERT P",201504,0.7506,0.058,0.74,0.202
"Teddy Chen’s martial arts movie stars Donnie Yen, who faces a furious nemesis played by Wang Baoqiang.",Review: A ‘Kung Fu Killer’ Doesn’t Follow the Rules,201504,0.8591,0.057,0.652,0.291
"In this film, a prison inmate must fabricate a Monet as part of a shadowy deal to get out of prison early.",Review: ‘The Forger’ Stars John Travolta as a Convict and Painter,201504,0.7506,0.058,0.74,0.202
"Chicago and Cleveland each lead their series by three games to none, a deficit from which no N.B.A. team has ever recovered.",Bulls and Cavaliers Move Within a Game of Sweeping Their First-Round Series,201504,-0.3182,0.184,0.697,0.119
Johannes Holzhausen’s film subtly raises the question of how centuries-old art should be presented to a modern audience.,"Review: ‘The Great Museum,’ a Stroll Through the Kunsthistorisches in Vienna",201504,-0.765,0.28,0.72,0
This film by Gloria Z. Greenfield rebuts revisionist arguments over people’s historical presence in the Middle East.,"Review: ‘Body and Soul,’ a Documentary, Looks at Jews’ Ties to the Land of Israel",201504,0.015,0.094,0.81,0.096
The film interviews a poacher as well as those trying to save the elephant population in Africa.,Review: ‘Gardeners of Eden’ Tracks the Killing of Elephants for Ivory,201504,0,0,1,0
"Tyler Johnson led a Tampa Bay rally late in regulation, then scored in overtime to lift the Lightning over Detroit, evening their playoff series at two games each.",Lightning Escape Late Hole Against Red Wings to Even Series,201504,-0.4019,0.144,0.856,0
The hard-boiled protagonist of Kamal Ahmed’s movie works for a mob boss and writes Mickey Spillane-style stories that he knows are more fact than fiction.,Review: ‘Laugh Killer Laugh’ Works the Noir Waterfront,201504,0.6486,0,0.725,0.275
"The venture capital firm said in in court papers that the discrimination suit brought by a former associate cost it $972,815 in expenses.",Ellen Pao-Kleiner Perkins Case: Memorandum of Costs,201504,0,0,1,0
"Kevin Pollak’s survey of professional comics is an evident labor of love, but traffics more in abstraction than in revelations about the creative process.",Review: ‘Misery Loves Comedy’ Puts Stand-Up in the Spotlight,201504,0,0,1,0
"Lens presents a conversation with photographers, curators and photo editors on the struggle between photojournalistic ethics and evolving visual storytelling strategies.",Fact and Fiction in Modern Photography,201504,0,0,1,0
"A hydrogen-fueled vehicle will lead the field at a Nascar race for the first time when a 2016 Toyota Mirai serves as the official pace car Saturday night at Richmond, Va.",New Pacesetter for Nascar Race,201504,0.7543,0,0.773,0.227
Alejandro Monteverde’s new film is set during World War II.,Review: ‘Little Boy’ is a Fable About Faith Versus Magical Thinking,201504,-0.3182,0.108,0.892,0
Evgeny Kuznetsov contributed two goals and one assist as Washington left the Islanders a game from elimination in the first round of the Stanley Cup playoffs.,Islanders Lose Early Steam Against Capitals and End Up on the Brink,201504,0,0,1,0
Christophe Cognet’s somber film examines works surreptitiously created by prisoners in horrific circumstances.,"Review: ‘Because I Was a Painter,’ a Documentary About Art Made in Nazi Camps",201504,-0.5994,0.302,0.698,0
"Paul Nungesser said the university actively supported a public harassment campaign against him by his accuser, Emma Sulkowicz, who drew national attention when she carried a mattress around campus.","Accused of Rape, a Student Sues Columbia Over Bias",201504,0,0,1,0
"“The Age of Adaline,” starring Blake Lively, follows the immortal Adaline, who is forever 29.",Review: ‘The Age of Adaline’ Coasts Through the Decades,201504,-0.8591,0.488,0.419,0.093
The Rangers’ play near the Penguins’ goal in Games 3 and 4 helped them build a three games to one series lead.,Rangers Take Command by Winning Scrums at Mouth of the Goal,201504,0.0258,0.109,0.748,0.143
"Boo Weekley had an eagle and seven birdies for an eight-under-par 64 and a share of the first-round lead with Brendon de Jonge in the Zurich Classic of New Orleans in Avondale, La.",Two Share Lead in New Orleans,201504,0.5994,0,0.726,0.274
"Photos from Chile, Italy, Pakistan and Bangladesh.",Pictures of the Day: Chile and Elsewhere,201504,0.34,0,0.882,0.118
A 14-year-old British boy has been charged with encouraging and inciting terrorist attacks in Australia.,Britain: Boy Held on Terrorism Charges,201504,0.296,0,0.934,0.066
"The director of the F.B.I., James B. Comey, told the Polish ambassador to the United States that he regretted recent remarks that Polish officials had said amounted to an accusation of complicity in the Holocaust.",Poland: F.B.I. Director Regrets Remarks,201504,0,0,1,0
Ramzan Kadyrov has told his security forces to fire on Russian federal troops if they try to operate in the region without his approval.,Russia: Chechen Leader Issues Warning,201504,-0.7184,0.412,0.439,0.149
"U.S. presidential candidate Hillary Clinton calls for ""the full participation of women and girls in every aspect"" at the Women In The World summit in New York City. Rough Cut (no reporter narration).",Gender and economic issues top agenda for Hillary Clinton at women's summit,201504,-0.2023,0.117,0.812,0.071
"In a much-anticipated statement marking Friday’s 100th anniversary of the start of the killings of Armenians at the hands of Ottoman Turks, Mr. Obama skirted around the word that has caused so much backlash from Turkey.","For Anniversary of Armenian Genocide, Obama Calls It an ‘Atrocity’ Instead",201504,-0.3724,0.175,0.741,0.085
"Chris Mullin, the coach at St. John’s for less than a month, signed three transfers, two of whom will be eligible right away.",St. John’s Adds Three Transfers,201504,-0.2732,0.062,0.938,0
The United States Treasury on Thursday removed a Burmese businessman from a blacklist that had barred him from doing business in the United States.,Myanmar: U.S. Pares Business Blacklist,201504,-0.6705,0.117,0.883,0
"This movie about the Nirvana leader, who committed suicide in 1994, reflects years of rummaging through Cobain’s archives, with the family’s permission.","Review: ‘Kurt Cobain: Montage of Heck,’ a Documentary by Brett Morgen",201504,0,0,1,0
The New York Civil Liberties Union filed suit on behalf of six refugees in the Utica City district. Law enforcement agencies have pressed New York schools for months to ease enrollment for immigrants.,"Advocates Sue a New York School District, Claiming Weak Programs for Refugees",201504,0.7506,0,0.72,0.28
"Twin eruptions from the Calbuco volcano in southern Chile have sent vast clouds of ash into the sky, causing concern.",Chile: Volcano Spews Dangerous Ash,201504,-0.5267,0.169,0.752,0.079
"Justin Maxwell, robbed of a big hit in his previous at-bat, singled home the winning run in the 10th inning, and San Francisco beat Los Angeles for a three-game sweep.",Giants Sweep Dodgers With Victory in 10th Inning,201504,0.7003,0,0.842,0.158
"On a sixth full day of deliberations, the jury asked to review testimony from a federal prosecutor and a senior F.B.I. agent who had pursued a different suspect, Jose A. Ramos.",Jury in Etan Patz Case to Revisit Testimony About a Different Suspect,201504,0,0,1,0
A sporty Friday puzzle from Joe Krozel.,Friday Night Lights,201504,0.5267,0,0.888,0.112
"The judge, James Caputo, said that he worked for the Tulsa County sheriff’s office for about seven years and that his daughter was an employee there.",Oklahoma: Judge in Case of Shooting by Deputy Considers Stepping Aside,201504,-0.296,0.078,0.922,0
A Charles Manson follower who once bragged of cutting a man’s head off lost another parole bid for two murders that have kept him imprisoned 45 years.,California: Parole Denied Again for a Manson Acolyte,201504,0,0,1,0
A grand jury has indicted the widow of a Bell Gardens mayor on a charge of voluntary manslaughter in his shooting death last year.,California: Mayor’s Wife Charged,201504,0,0,1,0
Mr. Crowe directed and stars in this story about an Australian farmer who journeys to Turkey years after that World War I campaign to find his three missing sons.,"Review: In ‘The Water Diviner,’ Russell Crowe Revisits Gallipoli",201504,-0.8689,0.34,0.66,0
Sheriff Joe Arpaio of Maricopa County claimed that his ex-lawyer had hired an investigator to look into the wife of the federal judge presiding over a contempt of court case against the sheriff.,Arizona: Sheriff Says His Ex-Lawyer Arranged Inquiry Into Judge’s Wife,201504,-0.2263,0.151,0.734,0.116
This dramatized account of the abduction and torture of a Jewish cellphone vendor in Paris conveys the tension between a family’s anguish and the cool methodology of the law.,"Review: ‘24 Days,’ About a Crime That Fed a Debate About Anti-Semitism",201504,-0.7269,0.19,0.81,0
"In New York, libraries have more users than major professional sports, performing arts, museums, gardens and zoos combined, but see only a fraction of the funding.",Denying New York Libraries the Fuel They Need,201504,-0.5859,0.109,0.891,0
