snippet,headline__main,year_mo,compound,negative,neutral,positive
"The Washington Wizards reached the playoffs for the first time since 2008, clinching an Eastern Conference berth Wednesday night with a 118-92 win over the visiting Boston Celtics.",Wizards Clinch First Playoff Berth in Six Years,201404,0.6369,0,0.828,0.172
"Karrie Webb, a seven-time winner of major tournaments, has an encyclopedic knowledge of golf’s history and used some of her Founders Cup purse to help finance a film on the L.P.G.A.’s founders.","A Student of the Game, on the Golf Course and Off",201404,0.7579,0,0.812,0.188
Gov. Andrew M. Cuomo said he would no longer seek public money for prison classes because of opposition from lawmakers.,Cuomo Drops Plan to Use State Money to Pay for College Classes for Inmates,201404,-0.6705,0.234,0.766,0
The Federal Election Commission is failing to do its job.,How Not to Enforce Campaign Laws,201404,-0.5106,0.268,0.732,0
"Lottery numbers for New York, New Jersey and Connecticut.","Winning Lottery Numbers for April 2, 2014",201404,0,0,1,0
"As the body count for Afghan security forces has risen, it has become clear that no one is going to vote on Saturday in embattled districts like Charkh.","In Bullet-Ridden Afghan Districts, Free Vote Seems an Empty Promise",201404,0.6486,0.065,0.712,0.223
"GERRY--Miriam (nee Taishoff), 91, of Trumbull, CT, formerly of New York City, on April 2, 2014. Wife of the late Walter J. Gerry. Mother of Alexandra Gerry, Thomas Gerry and Patricia Campbell. Sister of Sally Cleveland. Grandmother of Dylan, Kaitl...","Paid Notice: Deaths  GERRY, MIRIAM (NEE TAISHOFF)",201404,0,0,1,0
"ROSENBAUM--Ruth Bettina, (nee Van Dyck), dazzled with her intellect and beauty. Died peacefully on April 1, at Fritz Reuter Lifecare, New Jersey, after a valiant battle against Alzheimer's and Parkinson's. Born in Danzig in 1920, Ruth was a 40 yea...","Paid Notice: Deaths  ROSENBAUM, RUTH BETTINA",201404,0.6124,0.126,0.668,0.206
"FINKELSTEIN--Shirley, on April 1, 2014, at the celebrated age of 96. Beloved wife of the late Jerry, loving mother of Leni and Peter May and Alan and Susan Finkelstein. Dear grandmother to Jon and Juliana May, Leslie and Andrew Blauner, David and ...","Paid Notice: Deaths  FINKELSTEIN, SHIRLEY",201404,0.926,0,0.743,0.257
"BRICK--Richard Ashur. September 20, 1945, died April 2, 2014. Beloved husband of Sara Bershtel, father to Noah, and father-in-law to Erin Thompson. A memorial will be held Sunday, April 6, at 1pm at the Columbia University Faculty House.","Paid Notice: Deaths  BRICK, RICHARD ASHUR",201404,-0.0772,0.086,0.835,0.079
"SULLIVAN-RICKEY--Mary Ellen, 58, of St. Paul, MN, died peacefully on March 28, 2014 after a brutally short journey with cancer. She was surrounded by her husband and life-partner of 32 years, Philip Rickey; son, Owen, 23; daughter, Nora, 19; belov...","Paid Notice: Deaths  SULLIVAN, RICKEY, MARY ELLEN",201404,-0.8625,0.238,0.694,0.067
"ZAPPETTI--Mary Ann, passed away peacefully on March 31st. Beloved wife of Thomas, mother of Dawn and Dana, cherished grandma of Brendan, Owen and Nicholas. She is also survived by her sister Dorothy Quigley and brother Andrew Chiodi as well as son...","Paid Notice: Deaths  ZAPPETTI, MARY ANN",201404,0.9371,0,0.7,0.3
"Quotation of the Day for Friday, April 4, 2014.","Quotation of the Day for Friday, April 4, 2014",201404,0,0,1,0
"In decorating, the trend these days is to choose — and stick to — a popular design style. Unfortunately, a lot of individualism gets lost along the way.",The Triumph of Personal Style,201404,-0.2263,0.154,0.754,0.092
"Heather Hardy, 5 feet 5 inches of determination, began boxing in 2010 and is on a roll, undefeated after nine professional fights..",Brooklyn Tough,201404,0.6597,0,0.759,0.241
Here are some of the things that got people talking today.,Your Evening Briefing,201404,0,0,1,0
This month’s theme is vintage wedding rings. Some examples of what we are looking for include an heirloom wedding ring that carries sentimental value or a vintage ring that you had redone or resized to suit your tastes.,Wedding Album: Vintage Wedding Rings,201404,0.5719,0,0.882,0.118
"For Yosuke Masuko, the goal of operating a pizza company in Vietnam is ‘‘delivering wow and happiness.’'",A Pizza Party,201404,0.5859,0,0.798,0.202
"Plus, how to back up Windows Phone.",Audio Editing in iMovie,201404,0,0,1,0
"New picture books include “Stella’s Starliner,” by Rosemary Wells, about a little fox and her shiny Airstream trailer.",Bookshelf: Newfound Friends,201404,0.25,0,0.889,0.111
"What you need to know to start your day: job numbers are due, anger at Obama selfie, and the Afghan election back story.",Your Friday Briefing,201404,-0.5719,0.144,0.856,0
"John G. Rowland, who was implicated in a scheme to hide his consulting work on a congressional campaign, said he was quitting his radio talk show to “take care of some personal issues.”",Ex-Connecticut Governor Goes Off Air Amid Campaign-Finance Inquiry,201404,0.3612,0.05,0.855,0.094
"Police Commissioner William J. Bratton met with the Rev. Al Sharpton to talk about profiling by police in retail stores, which has resulted in several lawsuits by black shoppers.",Bratton and Sharpton Discuss Profiling Issue,201404,-0.1531,0.054,0.946,0
"Lottery numbers for New York, New Jersey and Connecticut.","Winning Lottery Numbers for April 3, 2014",201404,0,0,1,0
"The Buffalo Bills, who have had only one owner in their existence, Ralph Wilson, were taken over Thursday by his wife, Mary, less than two weeks after his death at age 95.",New Leader for Bills,201404,-0.5994,0.112,0.888,0
"Kevin Durant scored 28 points to help the host Oklahoma City Thunder defeat San Antonio, 106-94, on Thursday, ending the Spurs’ winning streak at 19 games.",Spurs’ Win Streak Ends,201404,0.4767,0.093,0.717,0.19
Belgium’s chances in the World Cup sustained a major blow when striker Christian Benteke was ruled out of the event after rupturing his Achilles’ tendon while training with the English Premier League team Aston Villa.,Belgium Loses Striker Christian Benteke,201404,0.2023,0,0.948,0.052
"James Michael McAdoo, a 6-foot-9 junior forward for North Carolina, announced he would enter the N.B.A. draft.",McAdoo Opts for N.B.A. Draft,201404,0,0,1,0
"Brian Elliott stopped 24 shots, and the host Blues beat the Buffalo Sabres, 2-1, for their 52nd victory, a franchise record.",St. Louis Blues Set Team Win Record,201404,-0.2263,0.091,0.909,0
Television highlights.,What’s On Friday,201404,0,0,1,0
"Brooklyn Health Partners, a minority-owned business, met the demands of community and union groups by promising to keep the hospital operating with full service.",Long Island College Hospital Names Choice for the Future,201404,0.4019,0,0.891,0.109
"Phil Mickelson was three shots behind the leaders after shooting a bogey-free four-under-par 68 in the opening round of the Houston Open, showing no effects of the muscle pull that forced him to withdraw from last week’s Texas Open.",Mickelson Bounces Back,201404,-0.6369,0.126,0.874,0
The Rangers have a 4-point lead for second in the Metropolitan Division despite falling to the Avalanche in a shootout.,Rangers Lose but Keep Hold on Spot in Standings,201404,0.1139,0,0.922,0.078
"A British sailor, who fell overboard during a race and spent nearly two hours in the North Pacific, said he never gave up hope of being rescued because he knew his crewmates were trained for such an emergency.",British Sailor Fallen Overboard Rescued,201404,-0.2973,0.123,0.809,0.069
"Corrections appearing in print on April 4, 2014.","Corrections: April 4, 2014",201404,0,0,1,0
"Mr. Fessaguet, a chef whose influence extended beyond La Caravelle in Manhattan, was known for attracting A-list celebrities and presidents with his approach to classic French cuisine.","Roger Fessaguet, a Wizard of Haute Cuisine in New York, Dies at 82",201404,0.4767,0,0.89,0.11
"Yangervis Solarte had a memorable debut, collecting three hits, scoring twice and making a nice defensive play to help the Yankees to a 4-2 victory against the Astros.",New Infielder and Closer Help Yankees to First Win,201404,0.7906,0,0.7,0.3
"Heather Hardy, 5 feet 5 inches of determination, began boxing in 2010 and is on a roll, undefeated after nine professional fights..",Brooklyn Tough,201404,0.6597,0,0.759,0.241
"After years of struggle, Heather Hardy is a rising force in professional boxing and has become a source of pride in Gerritsen Beach, a tightknit neighborhood devastated by Hurricane Sandy.","Brooklyn Boxer Rises, but Her Feet Stay on the Ground",201404,-0.296,0.183,0.669,0.148
"Our quirky, discerning picks for the most interesting things to do around the state this week.",GTT ?,201404,0.4576,0,0.834,0.166
"Tied for the lead in the Kraft Nabisco Championship after playing a four-hole stretch in five under par, Wie settled for a 67 and was a shot behind Shanshan Feng.",Chinese Player Leads After Michelle Wie’s Late Errors,201404,0.5719,0,0.842,0.158
"A Railroad Commission candidate also gets an education in jockeying for attention, and how an odd name can either hurt or help a campaign.","Election Rookie Is Struck, First, by Texas’ Size",201404,-0.4588,0.208,0.693,0.099
Mr. Hannigan was a former executive director of the United States Golf Association who offered blunt opinions on television and in print long after he retired.,"Frank Hannigan, 82, Golf Official, Dies",201404,0.4215,0,0.896,0.104
"Against the Rockies, Casey McGehee hit a two-run single for the Marlins, who have scored 27 runs in four games after taking 14 games to do the same last year.",Marlins’ Turnabout Continues ,201404,0,0,1,0
"The Obama administration insists that the effort to create a Twitter-like network was intended to encourage political discussion, not to foment rebellion.","U.S. Says It Tried to Build a Social Media Site in Cuba, but Failed",201404,0.6975,0,0.727,0.273
Mr. Grossman was an Emmy-winning director of football broadcasts who worked with John Madden and Pat Summerall and orchestrated live shows from a production truck.,"Sandy Grossman, Maestro of N.F.L. on TV, Dies at 78",201404,0,0,1,0
"Masahiro Tanaka, who will make his major league debut on Friday, went 24-0 in Japan last year and then signed a seven-year, $155 million contract with the Yankees.","Before Tanaka’s Debut, Plenty of Expectations but Little Apprehension",201404,0,0,1,0
"A former Ranger, Gaborik has found confidence and chemistry on a line with Anze Kopitar and Justin Williams.",Marian Gaborik Showing Creativity With Kings,201404,0.5106,0,0.82,0.18
"John Ratcliffe, 48, has not made the age of Representative Ralph M. Hall, 90, a campaign issue in the Republican primary runoff, but Mr. Hall has not shied away from the topic.","To Candidate With More Years, Age Isn’t Off Limits",201404,0,0,1,0
"The University of Houston-Victoria, a small institution, is taking as an eviction notice a plan by the University of Houston System to convert a Sugar Land center into a branch campus of its flagship institution.","In Sugar Land, a Bitter Pill for a Regional University",201404,-0.3818,0.09,0.868,0.042
"The Devils face the Capitals on Friday, as both teams chase Columbus for the final playoff spot in the N.H.L.’s Eastern Conference.","Shut Out in Shootouts, Devils Try to Salvage Season",201404,-0.5719,0.15,0.85,0
"F.B.I. agents were removing thousands of artifacts on Thursday from a house in rural central Indiana, ranging from arrowheads to shrunken heads and Ming Dynasty jade.",Indiana: F.B.I. Sifts Through Collector’s Trove,201404,0,0,1,0
"Tommy Lynn Sells, 49, who claimed to have killed as many as 70 people, was put to death Thursday after the Supreme Court rejected his lawyers’ demand that Texas release information about where it gets its lethal injection drug.",Texas: Serial Killer Executed With New Dose of Drug,201404,-0.8625,0.26,0.669,0.071
"Jackson, who has watched the Knicks win 12 of 15 games, acknowledged their inconsistency but said they looked strong down the stretch.","Phil Jackson Praises Knicks’ Energy, Saying They’re ‘Playing With Purpose’",201404,0.7814,0,0.745,0.255
